Geneid,SSCF31.bam,SSCF32.bam,SSCF33.bam,SSCF38.bam,SSCF39.bam
LOC125986282,54,34,70,24,34
LOC125986285,0,2,1,4,0
LOC125986288,31,55,22,12,50
LOC125986292,10,2,6,4,2
LOC125986295,0,0,0,0,0
LOC125986296,0,0,0,0,0
LOC125986298,0,0,0,0,0
LOC125986299,33,38,21,32,29
LOC125986300,0,0,0,0,0
LOC125986301,3,2,0,2,1
LOC125986302,0,0,0,0,0
LOC125986305,18,8,8,8,4
LOC125986306,0,0,0,2,0
LOC125986307,0,0,0,0,0
LOC125986308,9,43,16,197,149
LOC125986310,802,964,593,623,866
LOC125986311,1426,1102,975,819,1157
LOC125986313,9984,11799,10251,11212,11972
LOC125986315,31,20,11,18,23
LOC125986316,93,81,95,136,172
LOC125986326,8,18,12,10,0
LOC125986330,0,0,0,2,2
LOC125986335,9,13,6,5,23
LOC125986336,738,896,825,539,728
LOC125986341,0,0,1,0,0
LOC125986342,770,706,329,465,735
LOC125986347,148,458,331,337,266
LOC125986351,4,10,6,4,17
LOC125986354,882,1252,882,1347,1447
LOC125986356,0,14,0,0,0
LOC125986357,0,0,0,0,0
LOC125986358,0,0,0,0,0
LOC125986359,0,0,0,0,0
LOC125986360,0,0,0,0,0
LOC125986361,0,0,0,0,0
LOC125986362,0,0,0,0,0
LOC125986363,0,0,0,0,0
LOC125986364,2,0,2,0,1
LOC125986365,0,0,0,0,0
LOC125986366,0,0,0,0,0
LOC125986367,0,0,0,0,0
LOC125986368,0,0,0,0,0
LOC125986369,0,0,0,0,0
LOC125986370,0,0,0,0,0
LOC125986371,0,0,0,0,0
LOC125986375,0,0,0,0,0
LOC125986386,0,0,0,0,0
LOC125986397,0,0,0,0,0
LOC125986398,0,0,0,0,0
LOC125986400,0,0,0,0,0
LOC125986401,0,0,0,0,1
LOC125986402,0,0,0,0,0
LOC125986404,0,0,0,0,0
LOC125986411,0,0,0,0,0
LOC125986412,0,0,0,0,0
LOC125986413,0,0,0,0,0
LOC125986414,0,0,0,0,0
LOC125986415,0,0,0,0,0
LOC125986416,0,0,0,0,0
LOC125986417,22,20,34,31,32
LOC125986418,5,9,3,3,6
LOC125986419,5,2,8,2,0
LOC125986420,0,1,2,5,2
LOC125986422,0,0,0,0,0
LOC125986423,0,0,0,0,0
LOC125986424,0,0,0,0,0
LOC125986425,0,0,0,0,0
LOC125986426,0,0,0,0,0
LOC125986427,0,0,0,0,0
LOC125986428,0,0,0,0,0
LOC125986429,0,0,0,0,0
LOC125986430,0,0,0,0,0
LOC125986431,0,0,0,0,0
LOC125986432,0,0,0,0,0
LOC125986433,0,0,0,0,0
LOC125986434,0,0,0,0,0
LOC125986435,0,0,0,0,0
LOC125986436,0,0,0,0,0
LOC125986437,0,0,0,0,0
LOC125986438,0,0,0,0,0
LOC125986439,0,0,0,0,0
LOC125986440,0,0,0,0,0
LOC125986441,0,0,0,0,0
LOC125986442,0,0,0,0,0
LOC125986443,0,0,0,0,0
LOC125986444,0,0,0,0,0
LOC125986445,0,0,0,0,0
LOC125986446,0,0,0,0,0
LOC125986447,0,0,0,0,0
LOC125986448,0,0,0,0,0
LOC125986449,0,0,0,0,0
LOC125986450,0,0,0,0,0
LOC125986451,0,0,0,0,0
LOC125986452,0,0,0,0,0
LOC125986453,0,0,0,0,0
LOC125986454,0,0,0,0,0
LOC125986455,0,0,0,0,0
LOC125986456,0,0,0,0,0
LOC125986458,0,0,0,0,0
LOC125986459,0,0,0,0,0
LOC125986460,0,0,0,0,0
LOC125986461,0,0,0,0,0
LOC125986462,0,0,0,0,0
LOC125986463,0,0,0,0,0
LOC125986464,0,0,0,0,0
LOC125986465,0,0,0,0,0
LOC125986466,0,0,0,0,0
LOC125986476,0,0,0,0,0
LOC125986477,44,32,4,13,10
LOC125986478,0,0,0,0,0
LOC125986479,20,25,9,8,12
LOC125986480,16,15,7,10,6
LOC125986481,26,34,11,15,8
LOC125986482,0,0,0,0,0
LOC125986483,0,0,0,0,0
LOC125986484,24,31,5,17,6
LOC125986485,47,39,21,17,10
LOC125986486,0,0,0,0,0
LOC125986487,20,6,0,2,2
LOC125986488,26,16,8,10,12
LOC125986489,0,0,0,0,0
LOC125986490,37,26,9,5,9
LOC125986492,0,0,0,0,0
LOC125986493,17,20,10,7,9
LOC125986494,19,30,16,9,15
LOC125986495,0,0,0,0,0
LOC125986496,25,19,17,10,8
LOC125986497,30,26,14,16,12
LOC125986498,0,0,0,0,0
LOC125986499,25,36,21,11,22
LOC125986500,0,0,0,0,0
LOC125986501,19,19,11,4,12
LOC125986502,15,9,9,8,6
LOC125986503,27,44,23,9,28
LOC125986504,0,0,0,0,0
LOC125986505,10,10,4,18,4
LOC125986506,26,12,0,4,8
LOC125986507,0,0,0,0,0
LOC125986508,8,4,6,2,6
LOC125986509,16,22,6,10,6
LOC125986510,0,0,0,0,0
LOC125986511,12,12,12,8,4
LOC125986512,24,18,10,8,16
LOC125986514,31,10,13,9,10
LOC125986518,1785,2000,1445,865,1867
LOC125986519,115,73,98,166,127
LOC125986525,3016,4509,1893,2996,3372
LOC125986527,901,321,352,356,714
LOC125986534,47,2,2,0,4
LOC125986536,36,33,26,28,17
LOC125986537,2,0,0,0,0
LOC125986547,0,0,0,0,1
LOC125986548,6,2,0,0,0
LOC125986549,0,0,0,0,0
LOC125986551,41774,44279,31448,44826,49004
LOC125986552,170,87,98,93,318
LOC125986553,10,0,4,0,3
LOC125986558,47,761,183,1145,9
LOC125986560,4491,4051,3627,4564,5214
LOC125986562,13,1,7,10,2
LOC125986563,0,0,0,0,0
LOC125986564,839,307,219,252,14
LOC125986565,15,89,129,26,0
LOC125986566,33,263,88,387,13
LOC125986568,3,113,7,79,4
LOC125986569,7,2281,185,1409,3
LOC125986570,0,0,4,0,2
LOC125986571,1,30,15,22,4
LOC125986572,0,0,0,0,0
LOC125986573,1672,2417,2008,2300,19
LOC125986575,2,12,14,0,6
LOC125986577,665,815,663,713,881
LOC125986583,4,0,2,0,0
LOC125986585,4,0,0,6,5
LOC125986586,0,0,0,4,0
LOC125986587,2,2,3,16,2
LOC125986588,22,34,27,42,43
LOC125986589,2,7,11,0,3
LOC125986590,0,1,0,0,0
LOC125986595,0,6,0,8,8
LOC125986596,0,1,0,0,15
LOC125986597,2,0,0,2,4
LOC125986598,0,0,1,2,4
LOC125986599,40,20,68,74,13
LOC125986600,0,2,2,6,0
LOC125986604,533,426,442,457,542
LOC125986605,0,0,0,0,0
LOC125986608,2,0,0,0,7
LOC125986611,302,326,285,222,157
LOC125986614,0,0,0,0,0
LOC125986616,295,165,211,136,215
LOC125986623,9,19,9,18,6
LOC125986624,2,10,2,2,27
LOC125986627,4,0,2,2,4
LOC125986630,41,17,14,6,2
LOC125986631,1242,1691,1498,1807,1794
LOC125986632,339,297,239,255,379
LOC125986637,0,3,0,0,0
LOC125986639,942,964,902,1055,885
LOC125986641,1,2,6,2,0
LOC125986642,9,14,12,0,4
LOC125986650,1,0,4,2,0
LOC125986656,2,0,2,0,0
LOC125986657,161,202,126,69,120
LOC125986666,642,674,839,779,93
LOC125986667,103,93,90,169,87
LOC125986668,5,9,12,2,5
LOC125986669,0,0,0,0,3
LOC125986670,0,0,0,0,0
LOC125986671,18,13,10,2,9
LOC125986676,2,12,29,4,8
LOC125986678,6,2,2,2,4
LOC125986685,3739,3551,2316,2885,4940
LOC125986688,0,0,0,2,0
LOC125986692,713,653,1002,1354,445
LOC125986693,6,0,14,10,2
LOC125986694,0,0,0,0,0
LOC125986695,6,11,13,0,3
LOC125986696,0,3,0,0,0
LOC125986700,0,10,4,5,2
LOC125986701,131,142,98,112,180
LOC125986702,459,362,258,264,496
LOC125986703,814,665,614,514,771
LOC125986704,1414,1643,1649,1277,1456
LOC125986705,0,126,7,49,0
LOC125986706,0,4,0,0,2
LOC125986707,0,0,0,0,0
LOC125986708,1392,2421,1574,1425,966
LOC125986714,5329,4219,5726,4429,4775
LOC125986716,38,24,32,27,17
LOC125986717,1109,699,620,618,937
LOC125986721,1605,1758,1238,1721,1283
LOC125986724,1092,1417,893,1176,1010
LOC125986725,301,256,69,158,143
LOC125986726,753,1435,769,821,896
LOC125986728,3,0,0,0,0
LOC125986729,283,599,203,386,283
LOC125986731,181,376,185,53,217
LOC125986734,8,1,10,4,3
LOC125986736,190,237,218,242,168
LOC125986738,273,209,373,310,249
LOC125986739,14055,13606,14854,15042,11205
LOC125986742,682,1049,907,420,639
LOC125986744,6,2,0,0,10
LOC125986748,5,23,28,10,21
LOC125986749,2,2,0,0,0
LOC125986752,810,1215,878,1054,1202
LOC125986753,2033,2767,1509,1544,2180
LOC125986754,1348,1645,2187,923,788
LOC125986755,16,10,21,25,68
LOC125986757,2,0,0,2,0
LOC125986760,357,462,563,700,765
LOC125986761,0,14,0,4,3
LOC125986762,74,45,32,8,48
LOC125986763,7,9,6,10,6
LOC125986764,43,12,36,18,32
LOC125986765,0,1,0,0,0
LOC125986766,7,5,5,8,15
LOC125986771,58,57,79,17,40
LOC125986775,207,932,316,370,1090
LOC125986777,2,13,8,34,15
LOC125986778,40,11,22,134,55
LOC125986782,2,9,1,10,6
LOC125986785,19,4,6,2,3
LOC125986788,993,697,699,1161,1279
LOC125986789,4,0,0,0,0
LOC125986794,212,117,189,147,147
LOC125986795,2648,2202,2177,2072,2840
LOC125986798,1,1,1,4,0
LOC125986799,64,95,67,126,101
LOC125986800,507,467,435,473,596
LOC125986802,18,97,24,28,111
LOC125986808,74,80,44,21,88
LOC125986809,341,380,170,121,342
LOC125986812,6,10,10,12,14
LOC125986813,870,431,533,365,760
LOC125986814,621,632,369,475,666
LOC125986817,0,0,0,0,2
LOC125986819,74,72,77,78,86
LOC125986820,954,1213,924,713,832
LOC125986824,24,32,27,33,67
LOC125986825,18,5,6,3,8
LOC125986829,109,89,122,70,111
LOC125986832,2,0,0,3,0
LOC125986835,135,74,86,69,83
LOC125986836,25,19,58,10,28
LOC125986837,2475,1875,72,604,2015
LOC125986841,4,16,12,10,8
LOC125986842,8,5,8,3,2
LOC125986843,4,11,4,6,9
LOC125986845,28,41,50,78,25
LOC125986849,0,2,0,0,0
LOC125986855,0,0,2,1,0
LOC125986856,17,39,3,14,44
LOC125986858,2,10,8,12,24
LOC125986859,512,236,487,520,437
LOC125986860,0,1,0,1,0
LOC125986861,12,40,9,19,22
LOC125986863,1039,1371,862,965,939
LOC125986869,4062,6864,3469,3937,5812
LOC125986876,0,0,6,4,10
LOC125986879,0,0,0,0,0
LOC125986881,0,2,0,0,0
LOC125986883,16,0,20,9,32
LOC125986885,4,24,12,19,29
LOC125986886,0,0,0,0,0
LOC125986890,6,13,6,4,12
LOC125986893,20,27,24,27,11
LOC125986896,0,0,0,0,0
LOC125986897,2109,1763,1618,1584,1769
LOC125986899,0,0,4,4,4
LOC125986907,0,0,0,0,0
LOC125986908,0,0,4,4,16
LOC125986909,2225,2435,1778,2661,2331
LOC125986912,6005,6298,4598,4580,6133
LOC125986917,935,1475,912,991,1151
LOC125986919,57,130,32,67,90
LOC125986921,405,1150,211,295,527
LOC125986924,4,5,11,6,3
LOC125986925,16,0,6,6,14
LOC125986926,1,0,1,1,2
LOC125986927,2,17,1,2,7
LOC125986928,15,4,0,4,37
LOC125986929,22,25,20,17,13
LOC125986930,0,0,0,0,0
LOC125986931,0,0,0,0,0
LOC125986932,8,2,16,7,5
LOC125986933,11,50,17,0,1
LOC125986934,12,10,6,4,11
LOC125986935,0,2,0,0,0
LOC125986939,2959,3493,3194,3463,4816
LOC125986940,15,8,6,2,2
LOC125986941,53,45,94,36,67
LOC125986945,141,400,387,213,616
LOC125986949,0,1,0,0,0
LOC125986956,6,6,8,0,0
LOC125986965,0,2,1,0,8
LOC125986967,935,768,1096,1073,1653
LOC125986968,24,41,11,34,14
LOC125986969,0,0,0,0,0
LOC125986970,2,4,4,5,4
LOC125986971,1,0,2,0,6
LOC125986974,0,0,0,1,0
LOC125986975,2,11,0,2,3
LOC125986983,1675,2074,1999,1881,1577
LOC125986986,217,241,222,228,310
LOC125986988,0,2,2,10,2
LOC125986989,18,27,14,10,11
LOC125986996,213,273,152,122,196
LOC125987005,12,18,28,21,19
LOC125987006,0,0,0,0,2
LOC125987007,0,2,0,0,0
LOC125987012,0,0,0,0,11
LOC125987015,2,0,0,1,0
LOC125987019,0,0,0,0,0
LOC125987020,0,0,0,0,1
LOC125987021,28,11,6,20,75
LOC125987024,0,0,0,0,0
LOC125987025,0,0,0,0,1
LOC125987026,0,0,0,0,0
LOC125987029,18,36,20,22,56
LOC125987030,0,4,6,4,0
LOC125987031,0,0,0,0,0
LOC125987034,0,0,0,0,0
LOC125987035,1,0,0,0,0
LOC125987036,0,0,0,0,0
LOC125987040,6,6,0,0,0
LOC125987042,2,16,2,14,10
LOC125987043,0,2,0,0,8
LOC125987044,88,55,28,90,64
LOC125987045,53,22,10,16,35
LOC125987047,3,0,0,0,3
LOC125987048,582,261,454,326,272
LOC125987052,2,0,0,0,2
LOC125987055,0,0,0,6,0
LOC125987060,28,15,9,14,182
LOC125987062,0,0,0,0,0
LOC125987065,8289,8093,9327,8938,8247
LOC125987067,0,1,1,4,2
LOC125987069,3482,3088,3196,3500,3836
LOC125987070,0,0,0,1,2
LOC125987072,8,0,0,0,2
LOC125987073,2,0,0,0,0
LOC125987074,1,2,0,0,0
LOC125987075,21,10,14,8,22
LOC125987076,2,2,0,5,2
LOC125987077,0,4,0,0,0
LOC125987078,0,0,0,0,0
LOC125987079,0,0,0,0,0
LOC125987080,8,4,8,10,7
LOC125987081,0,0,0,0,2
LOC125987082,0,0,0,0,0
LOC125987083,0,0,0,0,0
LOC125987084,0,0,0,0,0
LOC125987085,0,0,0,0,0
LOC125987086,0,0,0,0,0
LOC125987087,0,0,0,10,0
LOC125987088,0,0,0,0,0
LOC125987089,62,55,47,68,17
LOC125987090,0,0,0,0,0
LOC125987091,0,0,0,0,0
LOC125987092,0,0,0,0,0
LOC125987093,0,0,0,0,0
LOC125987094,3,4,7,6,22
LOC125987096,45,48,25,33,30
LOC125987102,6,14,13,10,25
LOC125987103,8,4,4,2,10
LOC125987111,100,125,88,194,60
LOC125987112,2947,2521,1983,1492,2274
LOC125987115,117,85,127,61,64
LOC125987116,1,14,6,20,4
LOC125987117,16,18,19,24,94
LOC125987118,6,2,0,0,0
LOC125987119,0,0,0,0,0
LOC125987120,2,2,0,16,2
LOC125987121,0,0,0,0,0
LOC125987122,0,0,0,2,0
LOC125987123,81,117,52,57,87
LOC125987124,166,209,127,191,85
LOC125987133,45,13,14,44,13
LOC125987135,137,112,129,80,65
LOC125987137,433,759,987,575,894
LOC125987138,2,6,14,8,12
LOC125987139,6,16,9,9,1
LOC125987140,431,292,312,506,372
LOC125987141,17,41,13,7,41
LOC125987142,0,3,2,0,2
LOC125987143,0,0,0,0,0
LOC125987147,1905,2162,1415,1770,1148
LOC125987149,2529,3840,2126,3600,3316
LOC125987150,3034,3923,2331,3572,3552
LOC125987152,2765,2312,1725,2142,1723
LOC125987154,155,44,179,50,175
LOC125987158,0,0,0,0,0
LOC125987160,0,0,0,0,0
LOC125987161,22,4,10,6,3
LOC125987163,1070,1016,981,1192,821
LOC125987165,498,636,224,542,366
LOC125987168,2,3,1,5,0
LOC125987170,0,0,0,0,0
LOC125987179,60,106,92,113,57
LOC125987190,135,371,181,109,322
LOC125987202,94,105,6,75,79
LOC125987210,2,6,8,6,10
LOC125987215,2780,2166,2116,2427,1995
LOC125987216,7,22,6,17,18
LOC125987224,45,12,36,8,43
LOC125987226,769,883,886,1092,1211
LOC125987227,189,143,87,66,158
LOC125987230,222,236,175,282,312
LOC125987232,0,1,0,0,0
LOC125987233,379,1046,483,549,596
LOC125987235,156,169,107,73,115
LOC125987239,1182,433,195,432,2702
LOC125987245,54,2,11,7,8
LOC125987246,25,7,5,12,8
LOC125987249,48,33,23,62,15
LOC125987250,56,491,207,55,254
LOC125987253,106,202,182,3,118
LOC125987254,37,57,97,192,897
LOC125987255,158,81,194,67,41
LOC125987257,1101,1130,778,892,1074
LOC125987260,37,0,21,38,4
LOC125987263,82041,88959,59590,80056,112327
LOC125987268,34,52,16,22,14
LOC125987270,289,248,366,15,460
LOC125987275,2040,2088,1824,2412,2089
LOC125987278,3089,1580,3689,4819,2216
LOC125987279,2261,2722,2755,3713,2785
LOC125987283,282,327,165,166,340
LOC125987284,3099,3489,3344,3398,3158
LOC125987285,1209,1618,728,1193,1688
LOC125987286,30,15,10,0,15
LOC125987290,6058,8903,7491,11502,6822
LOC125987293,2043,2591,2539,4276,3670
LOC125987294,364,558,331,320,530
LOC125987295,28,21,54,36,37
LOC125987297,0,0,0,2,4
LOC125987304,18,21,74,341,30
LOC125987306,126,198,67,201,199
LOC125987309,9696,6523,22333,15653,15171
LOC125987314,6457,5113,6556,5763,5686
LOC125987315,20,21,25,31,115
LOC125987316,111,457,242,694,1026
LOC125987317,245,370,360,693,1088
LOC125987318,0,0,0,0,1
LOC125987319,0,0,0,0,0
LOC125987320,1,6,3,13,0
LOC125987321,209,219,89,284,484
LOC125987322,1,0,0,0,0
LOC125987323,6,16,40,9,4
LOC125987324,0,0,5,0,0
LOC125987325,78,57,170,161,102
LOC125987326,15,28,9,6,6
LOC125987327,0,4,6,2,3
LOC125987328,16,14,24,8,10
LOC125987329,105,214,95,228,247
LOC125987331,2,0,0,0,0
LOC125987332,4,10,4,6,17
LOC125987333,0,0,0,0,0
LOC125987334,4,0,0,0,0
LOC125987335,0,0,0,0,0
LOC125987336,0,2,0,0,0
LOC125987342,936,2058,1298,979,1133
LOC125987343,0,2,0,1,2
LOC125987344,0,0,0,2,0
LOC125987345,0,0,2,0,0
LOC125987346,2,2,0,0,0
LOC125987350,0,0,0,0,0
LOC125987352,209,305,229,264,283
LOC125987356,14,10,5,10,26
LOC125987357,0,0,0,0,0
LOC125987358,2,2,0,0,0
LOC125987359,3850,5040,3953,4637,5368
LOC125987364,2,0,2,0,0
LOC125987365,16,10,1,7,13
LOC125987366,0,0,0,0,0
LOC125987367,7,0,0,8,2
LOC125987368,0,0,0,0,0
LOC125987369,0,0,0,2,0
LOC125987371,10,12,6,2,8
LOC125987372,4819,4812,3906,3756,4806
LOC125987373,0,0,0,0,0
LOC125987377,0,3,0,4,0
LOC125987379,230,291,133,230,325
LOC125987380,447,1659,187,530,688
LOC125987381,12,8,2,11,16
LOC125987382,25,24,18,14,44
LOC125987383,2,8,4,0,12
LOC125987386,160,836,162,342,955
LOC125987388,54,45,183,78,121
LOC125987390,717,929,508,656,825
LOC125987391,1314,1483,1212,1364,1374
LOC125987393,2667,1868,2362,1752,2230
LOC125987394,3683,14165,7152,10026,9319
LOC125987396,14,26,8,4,18
LOC125987398,1543,2153,1244,1767,2080
LOC125987399,0,0,0,0,0
LOC125987400,1348,1620,990,1533,1619
LOC125987401,1044,1590,720,1106,1151
LOC125987402,0,0,0,0,0
LOC125987406,23,6,30,7,17
LOC125987408,1346,1302,874,943,1101
LOC125987409,0,0,0,0,0
LOC125987411,994,2528,861,1462,1680
LOC125987414,6,12,4,13,2
LOC125987416,110,69,107,76,97
LOC125987417,1804,1935,1381,1960,2238
LOC125987418,10,22,5,36,32
LOC125987427,10,2,4,2,4
LOC125987428,490,729,361,481,560
LOC125987429,0,0,0,0,0
LOC125987431,1529,2197,1000,997,1957
LOC125987433,641,1073,545,715,552
LOC125987434,28,19,12,23,10
LOC125987438,178,221,165,242,133
LOC125987439,131,332,126,157,149
LOC125987442,6,12,8,6,13
LOC125987444,17,51,42,6,28
LOC125987445,190,210,146,221,246
LOC125987446,14,28,16,5,23
LOC125987447,2564,2974,3009,3821,2642
LOC125987448,0,10,8,10,2
LOC125987449,1205,1552,1391,1177,873
LOC125987450,6,40,0,2,0
LOC125987451,96,325,90,179,211
LOC125987453,667,541,729,623,578
LOC125987455,1755,724,560,600,731
LOC125987457,0,0,0,0,0
LOC125987458,2,8,2,0,6
LOC125987460,108,203,65,140,143
LOC125987461,0,0,0,0,0
LOC125987462,0,0,0,0,0
LOC125987463,35,35,20,42,25
LOC125987465,0,0,0,0,0
LOC125987468,6962,9000,7309,8103,9969
LOC125987469,85,30,47,99,52
LOC125987470,646,2,10,1690,1241
LOC125987472,0,0,0,0,0
LOC125987477,32,12,26,14,24
LOC125987479,0,2,0,0,1
LOC125987480,2,2,0,2,3
LOC125987481,326,69,591,228,343
LOC125987482,9,2,19,2,6
LOC125987483,128,120,233,2,71
LOC125987484,2,0,6,0,4
LOC125987485,0,0,0,0,0
LOC125987486,0,0,0,0,0
LOC125987487,0,0,0,0,0
LOC125987488,58,98,146,66,68
LOC125987489,0,5,7,11,5
LOC125987490,0,0,0,0,0
LOC125987491,42,15,28,29,24
LOC125987492,0,0,0,0,2
LOC125987493,6,4,1,7,2
LOC125987494,0,0,0,0,0
LOC125987496,362,560,248,312,1678
LOC125987497,971,2080,2907,1755,2346
LOC125987498,0,0,0,0,0
LOC125987501,0,0,0,0,0
LOC125987502,0,0,0,0,0
LOC125987504,4,4,0,2,6
LOC125987506,0,0,0,0,0
LOC125987509,5,2,0,1,0
LOC125987510,1,0,0,1,0
LOC125987523,997,1087,675,940,914
LOC125987529,4,0,0,6,2
LOC125987542,2,0,0,1,0
LOC125987543,0,0,0,0,0
LOC125987544,0,0,0,0,0
LOC125987545,0,0,0,0,0
LOC125987546,0,0,0,0,0
LOC125987547,0,0,0,0,0
LOC125987548,0,0,0,0,0
LOC125987549,0,0,0,0,0
LOC125987550,0,0,0,0,0
LOC125987557,0,0,0,0,0
LOC125987558,0,0,0,0,0
LOC125987559,0,0,0,0,0
LOC125987560,0,0,0,0,0
LOC125987561,0,0,0,0,0
LOC125987566,0,0,0,0,0
LOC125987567,0,0,0,0,0
LOC125987568,0,0,0,0,0
LOC125987569,0,0,0,0,0
LOC125987570,0,0,0,0,0
LOC125987571,0,0,0,0,0
LOC125987572,6,2,5,0,5
LOC125987573,2,0,4,0,1
LOC125987574,2,9,2,0,3
LOC125987575,0,0,0,0,2
LOC125987576,1170,1309,935,1014,1244
LOC125987577,11,8,10,14,5
LOC125987578,0,1,0,0,0
LOC125987579,4,6,6,3,6
LOC125987580,0,0,0,0,0
LOC125987581,0,0,0,0,0
LOC125987582,0,0,0,0,0
LOC125987583,0,0,0,0,0
LOC125987584,0,0,0,0,0
LOC125987585,0,0,0,0,0
LOC125987586,0,0,0,0,0
LOC125987587,0,0,0,0,0
LOC125987588,0,0,0,0,0
LOC125987589,0,0,0,0,0
LOC125987590,0,0,0,0,0
LOC125987591,0,0,0,0,0
LOC125987592,0,0,0,0,0
LOC125987593,0,0,0,0,0
LOC125987594,0,0,0,0,0
LOC125987595,0,0,0,0,0
LOC125987596,0,0,0,0,0
LOC125987597,0,0,0,0,0
LOC125987598,0,0,0,0,0
LOC125987599,0,0,0,0,0
LOC125987600,0,0,0,0,0
LOC125987601,0,0,0,0,0
LOC125987602,0,0,0,0,0
LOC125987603,0,0,0,0,0
LOC125987604,0,0,0,0,0
LOC125987605,0,0,0,0,0
LOC125987606,0,0,0,0,0
LOC125987607,0,0,0,0,0
LOC125987608,0,0,0,0,0
LOC125987609,0,0,0,0,0
LOC125987610,0,0,0,0,0
LOC125987611,0,0,0,0,0
LOC125987612,0,0,0,0,0
LOC125987613,0,0,0,0,0
LOC125987614,0,0,0,0,0
LOC125987615,0,0,0,0,0
LOC125987616,0,0,0,0,0
LOC125987617,0,0,0,0,0
LOC125987618,0,0,0,0,0
LOC125987619,0,0,0,0,0
LOC125987620,0,0,0,0,0
LOC125987621,0,0,0,0,0
LOC125987622,0,0,0,0,0
LOC125987623,0,0,0,0,0
LOC125987624,0,0,0,0,0
LOC125987625,0,0,0,0,0
LOC125987637,0,0,0,0,0
LOC125987639,6,14,4,4,6
LOC125987640,0,0,0,0,0
LOC125987641,20,18,8,2,12
LOC125987643,20,28,8,12,8
LOC125987644,0,0,0,0,0
LOC125987645,12,12,2,4,4
LOC125987646,16,22,6,4,6
LOC125987647,0,0,0,0,0
LOC125987648,16,20,0,4,10
LOC125987649,30,32,16,20,16
LOC125987650,0,0,0,0,0
LOC125987651,28,20,10,9,2
LOC125987652,16,22,20,10,18
LOC125987653,0,0,0,0,0
LOC125987654,36,19,12,4,12
LOC125987655,0,0,0,0,0
LOC125987656,23,9,9,3,6
LOC125987657,17,15,9,5,10
LOC125987658,28,23,21,8,14
LOC125987659,0,0,0,0,0
LOC125987660,0,0,0,0,0
LOC125987661,26,12,6,6,2
LOC125987662,26,31,9,11,1
LOC125987663,26,39,9,7,7
LOC125987664,0,0,0,0,0
LOC125987665,31,42,21,15,14
LOC125987666,0,0,0,0,0
LOC125987667,38,31,9,12,12
LOC125987668,30,19,5,2,4
LOC125987669,49,46,12,11,16
LOC125987670,0,0,0,0,0
LOC125987671,33,42,11,7,16
LOC125987672,31,22,15,17,10
LOC125987673,29,20,19,8,18
LOC125987674,0,0,0,0,0
LOC125987675,19,25,9,8,6
LOC125987676,0,0,0,0,0
LOC125987677,20,7,5,8,8
LOC125987678,31,19,13,10,10
LOC125987679,964,1232,643,1293,1047
LOC125987680,287,501,334,137,249
LOC125987692,493,750,226,245,338
LOC125987693,137,113,72,98,146
LOC125987705,0,0,0,0,0
LOC125987706,8,43,23,23,10
LOC125987707,3,2,0,2,2
LOC125987709,15,27,14,3,27
LOC125987710,484,145,488,303,288
LOC125987712,4359,4882,4720,4495,4446
LOC125987717,11,6,4,22,5
LOC125987718,2,8,10,6,33
LOC125987723,0,34,26,83,94
LOC125987724,4,0,12,10,18
LOC125987728,692,862,520,769,910
LOC125987733,181,187,74,249,192
LOC125987734,39,145,65,188,49
LOC125987738,112,61,114,58,48
LOC125987739,1099,905,715,555,693
LOC125987741,1121,1664,519,722,646
LOC125987742,0,0,0,0,0
LOC125987747,1342,1199,728,544,756
LOC125987748,4,2,0,0,0
LOC125987749,101,60,56,52,76
LOC125987751,1303,1098,984,803,997
LOC125987752,54,20,80,63,77
LOC125987754,0,0,24,4,6
LOC125987759,2,0,0,2,2
LOC125987760,4165,4715,4867,4223,6026
LOC125987761,23,12,10,17,9
LOC125987765,8,6,6,4,6
LOC125987767,370,320,438,319,353
LOC125987768,60,41,14,12,60
LOC125987770,162,130,132,219,268
LOC125987771,1,0,0,0,0
LOC125987772,0,0,0,0,4
LOC125987773,1,19,3,0,9
LOC125987778,10,4,0,5,2
LOC125987779,69,16,44,28,56
LOC125987781,0,0,4,0,0
LOC125987785,9,4,32,8,2
LOC125987786,28483,36296,14051,27883,29739
LOC125987790,38,21,46,18,61
LOC125987794,26,22,29,8,4
LOC125987795,9577,8009,8390,8872,9416
LOC125987797,2247,1990,1919,2270,2622
LOC125987801,0,0,0,0,1
LOC125987806,558,411,553,270,238
LOC125987811,0,0,0,0,0
LOC125987815,1913,2049,1358,1766,2478
LOC125987819,16,9,7,5,16
LOC125987822,4,25,9,9,13
LOC125987829,2499,2298,2071,2048,2264
LOC125987830,94,14,34,54,38
LOC125987831,601,762,1017,844,849
LOC125987835,613,598,299,404,273
LOC125987839,0,0,0,0,0
LOC125987840,0,0,0,2,0
LOC125987841,0,0,0,0,0
LOC125987842,0,0,0,0,0
LOC125987844,0,0,0,0,0
LOC125987845,405,461,250,83,223
LOC125987846,13946,17653,9237,15587,19725
LOC125987847,14,9,30,8,11
LOC125987848,91,97,102,227,126
LOC125987849,52,49,37,38,114
LOC125987850,0,0,0,0,0
LOC125987851,0,1,0,0,2
LOC125987853,499,325,441,401,404
LOC125987854,0,0,0,0,0
LOC125987857,0,0,0,0,0
LOC125987858,1820,1696,1211,1047,1111
LOC125987859,10,32,7,12,6
LOC125987860,1164,1132,1066,787,1324
LOC125987863,0,0,0,0,0
LOC125987867,0,0,6,1,0
